ageReported,householdReported,timePhase1,timePhase2,timePhase3,timePhase4,timeDem,timeRisk,languageEnglish,genderReported,gamble1,gamble2,incomeReported_10000,incomeReported_100000,incomeReported_15000,incomeReported_150000,incomeReported_25000,incomeReported_40000,incomeReported_60000,incomeReported_75000,maritalReported_divorced,maritalReported_engaged,maritalReported_married,maritalReported_separated,maritalReported_single,maritalReported_widow,pbdmBid,pbdmOffer,nCorrect,nInTime,timeExperiment,offerType,treated,ub,lb,prob_zero,prob_walls,budget_pbdm,tutorial_max_credits_1,tutorial_offer_1,tutorial_game_credits_1,tutorial_regret_1,tutorial_max_credits_2,tutorial_offer_2,tutorial_game_credits_2,tutorial_regret_2,tutorial_max_credits_3,tutorial_offer_3,tutorial_game_credits_3,tutorial_regret_3,tutorial_max_credits_4,tutorial_offer_4,tutorial_game_credits_4,tutorial_regret_4,tutorial_max_credits_5,tutorial_offer_5,tutorial_game_credits_5,tutorial_regret_5,tutorial_max_credits_6,tutorial_offer_6,tutorial_game_credits_6,tutorial_regret_6,pbdmRegret,prop
27.0,5.0,3.5490000247955,79.515000104904,10.284999847412,119.87300014496,106538.47709298352,106538.47709298352,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,12,5,20,1.6923,BDM,True,200.0,0.0,0.0,0.05,118,14,2,14,12,14,12,9,3,9,6,5,3,18,2,18,16,7,4,7,3,19,8,19,11,95,0.505
50.0,1.0,13.15299987793,398.22900009155,36.006999969482,368.86100006104,583124.1467350877,583124.1467350877,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,96,14,20,3.7800166666666666,BDM,False,200.0,0.0,0.0,0.05,98,10,7,14,14,13,3,13,13,20,13,9,9,10,10,12,11,13.0,4,9,5,17.0,9,14,10,87,0.455
34.0,4.0,5.7030000686646,247.3789999485,11.490999937057,253.09800004959,792559.6129824562,792559.6129824562,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0,8,17,19,1.7101333333333333,BDM,True,200.0,0.0,0.0,0.05,89,4,1,5,4,7,6,8,7,7,5,8,7,10,2,11,10,10,7,11,10,10,4,11,10,160,0.655
26.0,4.0,10.871999979019,196.86500000954,11.177000045776,142.23699998856,274989.6349494049,274989.6349494049,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,47,11,18,1.71875,BDM,False,200.0,0.0,0.0,0.05,94,2,1,10,1,1,10,13,1,1,4,7,1,4,4,9,4,15.0,6,11,11,19.0,14,19,2,4,0.025
28.0,2.0,7.4390001296997,244.2990000248,18.203999996185,207.47000002861,81942.53865321794,81942.53865321794,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,160.0,87,17,20,1.9652,BDM,True,200.0,0.0,0.0,0.05,88,3,2,6,3,10,15,19,15,14,14,18,14,3,6,6,6,7.0,3,7,4,15.0,16,16,0,100,0.805
28.0,2.0,14.202000141144,339.79899978638,15.125,163.43700003624,131619.2339473681,131619.2339473681,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,156,15,19,1.6711166666666666,PBDM,False,165.62493038664837,-65.82099838641815,0.1615,0.05,124,5,4,10,4,10,16,17,20,17,6,17,17,14,14,16,14,14,7,14,14,5,5,5,5,20,0.27942474056410843
40.0,4.0,5.6610000133514,187.86500000954,13.06200003624,107.6139998436,341586.2581105255,341586.2581105255,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,25,14,20,1.1427333333333334,BDM,False,200.0,0.0,0.0,0.05,37,4,1,16,2,5,12,17,5,06,7,9,6,07,5,5,5,08,9,20,8,07,5,7,6,7,0.04
50.0,3.0,9.4319999217987,289.30500006676,14.760999917984,267.30800008774,569499.9740514619,569499.9740514619,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,21,16,20,2.915233333333333,BDM,False,200.0,0.0,0.0,0.05,58,4,3,12,3,5,1,6,5,2,3,6,2,4,5,15,4,4.0,1,5,2,6.0,5,6,3,20,0.105
42.0,2.0,11.170000076294,173.60000014305,12.083999872208,151.5640001297,215029.3985298265,215029.3985298265,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,150,12,20,1.6902166666666667,BDM,False,200.0,0.0,0.0,0.05,65,0,15,19,16,5,8,11,10,10,12,12,12,2,7,8,4,7.0,2,7,3,5.0,5,5,5,100,0.505
22.0,1.0,7.4859998226166,170.48300004005,11.15700006485,162.84399986267,323190.30328420864,323190.30328420864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,7,17,20,1.88665,PBDM,True,173.67407240828948,-55.520814406133375,0.1345,0.05,46,10,7,14,12,8,9,16,9,9,6,9,5,10,17,20,10,10,4,20,4,5.0,4,5,4,7,0.37528705642918686
38.0,5.0,75.974999904633,235.16200017929,16.977999925613,390.77500009537,157653.9947865506,157653.9947865506,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,92,17,20,5.5866,PBDM,True,190.36942200773206,-56.50373362396694,0.121,0.05,61,2,1,8,8,5,9,9,5,9,9,12,5,5,9,10,9,12.0,3,13,3,7.0,3,7,3,93,0.582983598098409
54.0,3.0,10.639999866486,382.59500002861,16.041000127792,393.60599994659,13297.744772221955,13297.744772221955,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,23,19,20,5.239316666666666,PBDM,True,187.3525961977209,-58.61217289665311,0.1355,0.05,44,4,2,10,2,30,17,8,48,40,12,6,40,15,13,13,15,11.0,10,11,9,25,6,17,25,40,0.3334517595078548
29.0,3.0,22.091000080109,524.75900006294,107.59399986267,602.97900009155,2188.455367544713,2188.455367544713,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,173,10,20,5.9071,BDM,False,200.0,0.0,0.0,0.05,73,15,6,20,10,5,6,7,6,11,13,13,13,13,3,14,10,9.0,9,9,9,8,1,9,4,5,0.355
47.0,1.0,17.855999946594,277.42300009727,14.963000059128,358.60499978065,186056.3729201744,186056.3729201744,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,19,19,20,3.246166666666667,BDM,True,200.0,0.0,0.0,0.05,135,16,4,17,16,19,19,20,19,17,17,18,17,8,1,9,8,19,10,20,19,12,9,13,12,50,0.255
35.0,1.0,2.6219999790192,49.424999952316,3.7820000648499,78.128999948502,549018.3140321632,549018.3140321632,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,10,20,0.87825,PBDM,False,181.42208757923765,-60.407578277368366,0.1505,0.05,0,0,2,16,0,0,4,7,0,0,10,14,0,0,1,6,0,4.0,12,12,0,8.0,4,7,0,0,0.17242332826459195
28.0,1.0,7.0720000267029,201.12600016594,20.819999933243,161.09299993515,1587853.3426388893,1587853.3426388893,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,41,17,20,1.3723833333333333,BDM,False,200.0,0.0,0.0,0.05,90,3,2,6,3,4,4,7,5,5,5,7,6,13,16,17,13,8,12,14,8,9.0,4,10,6,25,0.13
28.0,2.0,12.625,373.43300008774,58.094000101089,407.90699982643,405586.04842865514,405586.04842865514,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,175,13,20,3.9109166666666666,BDM,False,200.0,0.0,0.0,0.05,99,9,5,19,7,6,8,14,9,4,9,11,4,4,8,8,4,10.0,2,7,4,14.0,5,11,6,41,0.38
68.0,2.0,15.102999925613,873.09500002861,26.405999898911,456.22699999809,440291.6729312852,440291.6729312852,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,0,18,20,4.164866666666667,PBDM,True,183.6695408344881,-48.871464004330136,0.1075,0.05,86,10,3,17,10,4,5,7,4,12,13,18,15,11,4,11,11,8,2,8,8,20,1,20,20,86,0.5287437151383618
50.0,3.0,54.128000020981,941.62699985504,28.212000131607,368.38800001144,15989.784985119217,15989.784985119217,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,164,15,20,4.011916666666667,BDM,False,200.0,0.0,0.0,0.05,78,10,8,16,10,4,5,7,6,10,12,12,12,14,14,15,15,19,13,20,14,16,14,17,15,0,0.755
48.0,4.0,16.959000110626,418.66299986839,34.670000076294,215.44499993324,178188.10374268994,178188.10374268994,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,87,11,18,2.05985,PBDM,False,180.72169271238158,-64.54718795654851,0.1605,0.05,78,4,3,16,4,5,5,10,6,4,6,9,4,9,9,16,10,8,10,16,10,9.0,5,10,6,50,0.278974021643146
22.0,7.0,10.182999849319,479.42000007629,16.348999977112,247.18600010872,110779.68558011708,110779.68558011708,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,149,15,20,1.6673,PBDM,False,184.0211039466508,-55.82697546572396,0.1185,0.05,109,8,3,12,8,50,19,16,15,3,3,6,6,19,15,19,19,7,2,7,7,19,5,19,19,60,0.4151677537898552
44.0,2.0,17.614000082016,170.35599994659,9.6599998474121,163.90100002289,105474.20607222132,105474.20607222132,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,39,15,20,1.99425,BDM,False,200.0,0.0,0.0,0.05,62,5,2,8,5,5,1,6,5,5,16,18,10,5,10,12,5,7.0,1,8,5,5,2,6,5,5,0.03
36.0,4.0,54.405999898911,301.9240000248,10.458000183105,174.16999983788,207978.54011988256,207978.54011988256,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,145,15,20,1.2935,BDM,False,200.0,0.0,0.0,0.05,126,5,3,15,5,5,9,19,10,8,9,9,8,12,9,13,12,7,1,8,7,15,13,16,15,30,0.155
29.0,3.0,6.414999961853,173.86400008202,9.0050001144409,132.19599986076,191782.69500000015,191782.69500000015,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,39,18,20,1.4966666666666666,BDM,True,200.0,0.0,0.0,0.05,102,16,15,18,16,7,9,9,7,7,7,9,7,6,5,7,6,16.0,5,12,10,20.0,8,18,12,40,0.205
38.0,2.0,16.457000017166,1270.8629999161,95.298000097275,480.29600000381,13943.499039766384,13943.499039766384,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,18,20,5.713333333333333,PBDM,True,312.5692605724284,-166.4214123774337,0.298,0.05,20,1025,447,7,1051,1,3,7,4,5,6,6,5,14,15,15,14,18,1,18,18,17,15,18,9,5,0.32090164272287036
30.0,3.0,14.632999897003,363.94900012016,21.862999916077,267.03800010681,96635.65691052667,96635.65691052667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,187,15,20,3.22375,BDM,False,200.0,0.0,0.0,0.05,56,1,5,5,0,4,6,15,7,9,7,9,40,42,23,19,0,16,6,9,6,22,1,16,-1,42,0.285
74.0,1.0,5.1840000152588,155.1289999485,8.701000213623,171.99699997902,187883.65863333474,187883.65863333474,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,123,10,20,1.7583333333333333,BDM,True,200.0,0.0,0.0,0.05,25,0,7,7,1,1,1,12,12,18,5,18,5,16,8,16,16,9,7,9,9,7,5,7,7,200,0.999
37.0,1.0,3.4140000343323,101.35500001907,8.5929999351501,101.54099988937,47753.95693154653,47753.95693154653,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,165,17,20,1.3598166666666667,BDM,False,200.0,0.0,0.0,0.05,80,0,13,13,0,0,5,7,1,0,7,12,0,0,12,14,0,,2,6,2,,5,5,0,5,0.03
35.0,4.0,13.570999860764,333.54800009727,40.306999921799,277.75400018692,502441.76682426955,502441.76682426955,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,98,12,20,1.9085333333333334,BDM,False,200.0,0.0,0.0,0.05,53,03,1,5,3,07,10,17,7,04,6,8,4,05,8,9,5,,13,14,8,,11,20,15,35,0.18
23.0,2.0,5.9679999351501,188.55599999428,8.819000005722,224.53900003433,183649.11453508746,183649.11453508746,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,87,17,20,2.7946666666666666,BDM,True,200.0,0.0,0.0,0.05,73,6,4,17,6,4,7,13,4,4,10,11,4,4,5,6,4,13.0,5,9,5,17.0,12,17,10,125,0.63
36.0,2.0,4.9950001239777,186.33100008965,9.5679998397827,126.34100008011,472406.84123479645,472406.84123479645,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38,17,20,1.1039666666666668,BDM,False,200.0,0.0,0.0,0.05,134,3,1,8,3,14,14,15,14,5,1,6,5,7,3,8,7,13,4,14,13,11,5,12,11,30,0.155
47.0,1.0,6.3289999961853,266.68200016022,12.682999849319,176.15600013733,48522.267116083116,48522.267116083116,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,136,17,18,1.8875,BDM,False,200.0,0.0,0.0,0.05,77,4,2,19,3,1,1,9,1,5,11,20,5,4,5,16,4,5.0,7,8,1,9.0,6,7,1,60,0.305
26.0,5.0,11.838999986649,840.14800000191,47.930999994278,175.7990000248,1278890.673821345,1278890.673821345,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,182,13,20,1.2387,BDM,False,200.0,0.0,0.0,0.05,60,8,1,15,15,13,12,6,15,20,12,8,30,25,23,13,22,10,5,10,10,10,5,6,12,35,0.155
42.0,4.0,7.0149998664856,205.57699990273,20.647000074387,190.24099993706,281303.8859040916,281303.8859040916,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,145,12,19,2.3459,BDM,False,200.0,0.0,0.0,0.05,70,4,3,8,3,8,14,14,14,12,12,18,13,5,6,8,6,5.0,1,5,2,7,4,5,5,109,0.055
60.0,4.0,5.1380000114441,191.76200008392,26.05999994278,147.26399993896,268633.66161637404,268633.66161637404,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,151,12,20,1.4977666666666667,PBDM,False,182.79170121140533,-52.69265994757827,0.1165,0.05,57,2,1,18,1,1,5,11,5,1,6,9,4,4,5,6,2,3,14,15,7,9.0,6,10,6,50,0.2091422302462388
28.0,1.0,6.4800000190735,160.10899996758,12.050999879837,101.94400000572,66585.16340467724,66585.16340467724,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,41,16,20,1.1769833333333333,BDM,False,200.0,0.0,0.0,0.05,89,8,7,16,8,5,5,8,6,4,4,7,3,10,13,17,14,5.0,5,5,5,19.0,17,19,18,34,0.055
39.0,1.0,17.731999874115,439.93600010872,30.815999984741,403.33399987221,514507.4239116945,514507.4239116945,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,47,19,20,4.100266666666666,BDM,True,200.0,0.0,0.0,0.05,78,6,5,8,5,5,7,8,5,4,6,7,4,10,11,13,10,19.0,16,19,16,20.0,8,20,18,120,0.605
33.0,1.0,23.001000165939,246.69299983978,10.674000024796,257.60800004005,362200.88480087783,362200.88480087783,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,147,15,20,3.0747833333333334,BDM,False,200.0,0.0,0.0,0.05,60,30,19,9,30,30,25,19,30,20,16,13,20,11,11,8,11,10,2,7,10,11,5,7,11,101,0.51
49.0,1.0,10.871999979019,571.00999999046,25.008999824524,395.46500015259,10986.874466666199,10986.874466666199,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,171,18,20,3.256883333333333,BDM,True,200.0,0.0,0.0,0.05,73,19,10,19,19,6,3,6,6,12,8,6,12,10,13,14,10,13,6,13,13,19,3,19,19,200,0.999
49.0,3.0,10.924000024796,273.77600002289,13.023000001907,457.51999998093,421541.05854210554,421541.05854210554,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,96,17,20,5.49115,PBDM,True,186.7081575598112,-65.2663700088674,0.136,0.05,75,5,4,9,8,12,10,13,12,17,5,18,17,12,8,12,12,7,2,7,7,13,8,13,13,200,0.975
48.0,3.0,11.752999782562,352.98100018501,34.758999824524,199.66800022125,116989.74891783639,116989.74891783639,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,113,9,16,2.2382333333333335,PBDM,False,180.4074858273025,-53.97021407771328,0.1255,0.05,0,10,2,10,15,20,20,19,30,35,20,16,45,48,11,5,11,4.0,5,11,15,8.0,7,9,20,114,0.2869797470211596
29.0,4.0,39.212000131607,342.7009999752,23.756999969482,898.46099996567,224068.78125000035,224068.78125000035,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,172,15,20,12.415483333333333,BDM,True,200.0,0.0,0.0,0.05,89,6,2,11,6,9,14,17,9,5,7,7,5,9,10,14,9,10,13,16,10,14.0,11,14,11,200,0.999
43.0,4.0,19.355999946594,399.53999996185,21.630000114441,162.31200003624,501043.1770456145,501043.1770456145,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,35,18,20,1.4943,BDM,True,200.0,0.0,0.0,0.05,6,3,1,7,3,4,4,9,5,3,3,9,4,5,7,11,8,7.0,4,8,5,11.0,12,13,7,97,0.48
36.0,4.0,14.559000015259,456.76300001144,19.099999904633,265.88499999046,290659.39689941454,290659.39689941454,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,170,11,20,3.0052166666666666,BDM,False,200.0,0.0,0.0,0.05,153,7,6,17,6,3,11,18,8,3,7,7,3,12,15,19,12,19.0,3,19,15,20.0,14,20,17,110,0.555
33.0,4.0,7.8540000915527,253.57699990273,15.384999990463,156.39300012589,1125414.7150622816,1125414.7150622816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,148,16,20,1.5797,BDM,False,200.0,0.0,0.0,0.05,149,7,6,14,7,5,5,8,6,8,10,10,10,10,9,9,10,14.0,1,11,8,18.0,1,12,6,15,0.08
52.0,2.0,22.84299993515,295.38400006294,41.388999938965,233.02600002289,119414.36805526282,119414.36805526282,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,26,18,15,2.0456333333333334,BDM,True,200.0,0.0,0.0,0.05,59,2,1,8,2,2,3,7,4,2,2,6,2,3,4,7,3,10.0,7,13,8,14.0,5,17,7,59,0.3
37.0,4.0,6.3710000514984,267.81799983978,21.672000169754,271.06599998474,186261.4171985384,186261.4171985384,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,37,16,20,2.87835,PBDM,True,174.74579623183286,-55.55734104474805,0.133,0.05,59,6,3,12,4,03,3,9,4,08,16,16,5,02,4,9,3,13.0,18,18,0,17.0,3,13,05,36,0.6274052287600369
27.0,3.0,9.7769999504089,1373.9340000153,48.545000076294,194.05800008774,7573.56754970874,7573.56754970874,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0,5,20,1.3091,PBDM,True,182.09656065615084,-61.65259680456827,0.1325,0.05,46,18,7,19,10,7,6,8,6,13,11,11,12,13,11,11,12,13,7,9,9,18.0,8,18,14,40,0.35905987654791127
53.0,2.0,24.325000047684,390.09500002861,28.246999979019,350.13400006294,333617.19313041045,333617.19313041045,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,15,19,20,4.2636,PBDM,True,164.82721883675347,-56.01563613938594,0.123,0.05,49,0,0,5,5,15,18,18,20,15,14,7,15,10,10,8,11,20,1,14,20,10,3,6,10,20,0.2479984269617408
54.0,2.0,10.063999891281,347.35300016403,17.138999938965,300.93899989128,38552.90438187035,38552.90438187035,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0,18,18,20,2.6374333333333335,PBDM,True,167.8513402730802,-62.82477669673765,0.165,0.05,72,2,1,6,1,2,5,8,6,4,5,8,6,10,12,13,10,12.0,7,12,8,5,4,6,5,150,0.8953621153702237
24.0,2.0,6.8359999656677,247.47899985313,8.4650001525879,388.17899990082,1765312.8561736832,1765312.8561736832,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,17,17,20,4.8364,PBDM,True,183.10578376158253,-59.252267634402784,0.127,0.05,67,8,5,9,6,11,3,12,11,7,3,8,7,5,5,6,5,11,4,11,11,13,11,13,13,30,0.28605981924129803
42.0,6.0,24.753000020981,237.625,16.201999902725,246.14199995995,153487.49254912182,153487.49254912182,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,150,12,16,2.0241,PBDM,False,183.06797095269656,-52.468391442838744,0.131,0.05,134,15,4,15,15,15,12,15,15,14,6,14,14,19,3,19,19,6,1,6,6,12,1,12,12,100,0.6049122502564631
35.0,1.0,9.1050000190735,209.72799992561,23.215000152588,170.70899987221,247610.21184619857,247610.21184619857,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,89,8,20,1.7687,BDM,False,200.0,0.0,0.0,0.05,75,05,3,12,2,2,7,9,3,9,14,17,15,3,4,5,3,14,10,19,10,17.0,1,18,15,46,0.38
27.0,1.0,13.535000085831,439.64499998093,28.914999961853,187.12199997902,566620.396261696,566620.396261696,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,108,12,20,1.2053833333333333,PBDM,False,172.0769173753703,-64.21955445944786,0.1385,0.05,65,05,3,11,3,06,12,13,10,3,9,10,9,07,7,5,7,04,2,10,4,12.0,3,12,10,109,0.39913905586897314
36.0,2.0,7.5439999103546,187.8860001564,22.264999866486,157.10700011253,9417.413360526716,9417.413360526716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,19,4,19,1.4615666666666667,PBDM,False,172.2957814011382,-56.275780810292126,0.1205,0.05,35,2,1,16,0,0,15,16,1,5,13,20,5,0,18,19,0,14.0,18,18,7,18.0,7,9,2,4,0.163721821170123
37.0,4.0,35.925000190735,409.58099985123,39.238000154495,179.98000001907,234701.05774620073,234701.05774620073,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107,10,20,1.4593666666666667,BDM,False,200.0,0.0,0.0,0.05,10,10,1,11,10,13,13,13,1,010,10,7,2,15,13,13,1,5,12,20,5,7,6,6,7,99,0.005
54.0,3.0,6.4559998512268,260.91799998283,14.674000024796,406.26300001144,372533.52226958954,372533.52226958954,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,53,15,19,2.6381666666666668,PBDM,False,179.0461252294083,-55.15886863641893,0.1445,0.05,87,2,1,8,-1,2,6,9,3,4,4,14,4,2,2,9,4,8.0,10,11,9,12.0,14,16,7,54,0.17589258036861177
34.0,4.0,10.405999898911,226.67499995232,20.462000131607,191.82800006866,43057.74347602385,43057.74347602385,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,151,14,20,1.6198166666666667,BDM,False,200.0,0.0,0.0,0.05,98,9,1,18,9,8,10,16,8,9,9,14,9,3,4,5,3,15.0,4,12,9,19.0,5,18,12,55,0.28
31.0,3.0,9.8570001125336,316.67199993134,9.5080001354218,289.21199989319,24783.5587923983,24783.5587923983,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,108,17,20,3.1127666666666665,PBDM,True,176.27455241445475,-60.297234905105284,0.115,0.05,118,10,6,18,7,3,3,6,4,19,13,19,19,08,5,8,8,10,1,10,10,017,9,17,17,115,0.6875176081950592
